File Path,Status,Backup Size (bytes),Backup Lines,Current Size (bytes),Current Lines,Size Diff (bytes),Lines Diff,Size Change %,Backup Path,Current Path
features\misc-legacy\apps\account-settings\NotificationTab.tsx,Modified,10368,313,10681,313,313,0,3.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\account-settings\NotificationTab.tsx,Z:\front-end\src\features\misc-legacy\apps\account-settings\NotificationTab.tsx
features\misc-legacy\apps\blog\Blog.tsx,Modified,872,34,906,34,34,0,3.9%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\Blog.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\Blog.tsx
features\misc-legacy\apps\blog\BlogCard.tsx,Modified,2855,102,2957,102,102,0,3.6%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\BlogCard.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\BlogCard.tsx
features\misc-legacy\apps\blog\BlogFeaturedCard.tsx,Modified,4146,156,4302,156,156,0,3.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\BlogFeaturedCard.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\BlogFeaturedCard.tsx
features\misc-legacy\apps\blog\BlogListing.tsx,Modified,1659,61,1720,61,61,0,3.7%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\BlogListing.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\BlogListing.tsx
features\misc-legacy\apps\blog\BlogPost.tsx,Modified,881,32,912,32,31,0,3.5%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\BlogPost.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\BlogPost.tsx
features\misc-legacy\apps\blog\detail\BlogComment.tsx,Modified,2912,82,2993,82,81,0,2.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\detail\BlogComment.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\detail\BlogComment.tsx
features\misc-legacy\apps\blog\detail\BlogDetail.tsx,Modified,8011,226,8237,226,226,0,2.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\blog\detail\BlogDetail.tsx,Z:\front-end\src\features\misc-legacy\apps\blog\detail\BlogDetail.tsx
features\misc-legacy\apps\calendar\BigCalendar.tsx,Modified,10134,333,10467,333,333,0,3.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\calendar\BigCalendar.tsx,Z:\front-end\src\features\misc-legacy\apps\calendar\BigCalendar.tsx
features\misc-legacy\apps\calendar\EventData.ts,Modified,1327,64,1391,64,64,0,4.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\calendar\EventData.ts,Z:\front-end\src\features\misc-legacy\apps\calendar\EventData.ts
features\misc-legacy\apps\calendar\LiturgicalCalendar.tsx,Modified,14350,441,14791,441,441,0,3.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\calendar\LiturgicalCalendar.tsx,Z:\front-end\src\features\misc-legacy\apps\calendar\LiturgicalCalendar.tsx
features\misc-legacy\apps\calendar\OrthodoxLiturgicalCalendar.tsx,Modified,9505,301,9805,301,300,0,3.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\calendar\OrthodoxLiturgicalCalendar.tsx,Z:\front-end\src\features\misc-legacy\apps\calendar\OrthodoxLiturgicalCalendar.tsx
features\misc-legacy\apps\calendar\TestLiturgicalCalendar.tsx,Modified,900,25,925,25,25,0,2.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\calendar\TestLiturgicalCalendar.tsx,Z:\front-end\src\features\misc-legacy\apps\calendar\TestLiturgicalCalendar.tsx
features\misc-legacy\apps\chat\Chat.tsx,Modified,1680,52,1732,52,52,0,3.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\Chat.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\Chat.tsx
features\misc-legacy\apps\chat\ChatApp.tsx,Modified,20165,622,20786,622,621,0,3.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\ChatApp.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\ChatApp.tsx
features\misc-legacy\apps\chat\ChatSettings.tsx,Modified,21793,677,22469,677,676,0,3.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\ChatSettings.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\ChatSettings.tsx
features\misc-legacy\apps\chat\ChatSidebar.tsx,Modified,16700,535,17234,535,534,0,3.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\ChatSidebar.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\ChatSidebar.tsx
features\misc-legacy\apps\chat\ChatWindow.tsx,Modified,30046,986,31031,986,985,0,3.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\ChatWindow.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\ChatWindow.tsx
features\misc-legacy\apps\chat\FriendsList.tsx,Modified,26725,893,27617,893,892,0,3.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\FriendsList.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\FriendsList.tsx
features\misc-legacy\apps\chat\MessageInput.tsx,Modified,20026,713,20738,713,712,0,3.6%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chat\MessageInput.tsx,Z:\front-end\src\features\misc-legacy\apps\chat\MessageInput.tsx
features\misc-legacy\apps\chats\ChatInsideSidebar.tsx,Modified,4351,146,4497,146,146,0,3.4%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chats\ChatInsideSidebar.tsx,Z:\front-end\src\features\misc-legacy\apps\chats\ChatInsideSidebar.tsx
features\misc-legacy\apps\chats\ChatListing.tsx,Modified,6903,225,7128,225,225,0,3.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chats\ChatListing.tsx,Z:\front-end\src\features\misc-legacy\apps\chats\ChatListing.tsx
features\misc-legacy\apps\chats\ChatMsgSent.tsx,Modified,2107,78,2185,78,78,0,3.7%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chats\ChatMsgSent.tsx,Z:\front-end\src\features\misc-legacy\apps\chats\ChatMsgSent.tsx
features\misc-legacy\apps\chats\ChatSidebar.tsx,Modified,884,34,918,34,34,0,3.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\chats\ChatSidebar.tsx,Z:\front-end\src\features\misc-legacy\apps\chats\ChatSidebar.tsx
features\misc-legacy\apps\client-management\AddNewClient.tsx,Modified,15052,317,15369,317,317,0,2.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\client-management\AddNewClient.tsx,Z:\front-end\src\features\misc-legacy\apps\client-management\AddNewClient.tsx
features\misc-legacy\apps\client-management\index.ts,Modified,243,4,247,4,4,0,1.6%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\client-management\index.ts,Z:\front-end\src\features\misc-legacy\apps\client-management\index.ts
features\misc-legacy\apps\client-management\TemplateManager.tsx,Modified,21133,447,21580,447,447,0,2.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\client-management\TemplateManager.tsx,Z:\front-end\src\features\misc-legacy\apps\client-management\TemplateManager.tsx
features\misc-legacy\apps\contacts\ContactAdd.tsx,Modified,6867,236,7102,236,235,0,3.4%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\ContactAdd.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\ContactAdd.tsx
features\misc-legacy\apps\contacts\ContactDetails.tsx,Modified,11250,354,11603,354,353,0,3.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\ContactDetails.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\ContactDetails.tsx
features\misc-legacy\apps\contacts\ContactFilter.tsx,Modified,3260,138,3397,138,137,0,4.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\ContactFilter.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\ContactFilter.tsx
features\misc-legacy\apps\contacts\ContactList.tsx,Modified,2865,104,2968,104,103,0,3.6%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\ContactList.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\ContactList.tsx
features\misc-legacy\apps\contacts\ContactListItem.tsx,Modified,2427,94,2520,94,93,0,3.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\ContactListItem.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\ContactListItem.tsx
features\misc-legacy\apps\contacts\Contacts.tsx,Modified,3742,110,3852,110,110,0,2.9%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\Contacts.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\Contacts.tsx
features\misc-legacy\apps\contacts\ContactSearch.tsx,Modified,1377,51,1428,51,51,0,3.7%,Z:\09-25\src-9-30-25-working\features\misc-legacy\apps\contacts\ContactSearch.tsx,Z:\front-end\src\features\misc-legacy\apps\contacts\ContactSearch.tsx
features\misc-legacy\AssignTaskPage.tsx,Modified,12953,412,13364,412,411,0,3.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\AssignTaskPage.tsx,Z:\front-end\src\features\misc-legacy\AssignTaskPage.tsx
features\misc-legacy\ColorPaletteSelector.tsx,Modified,7929,278,8207,278,278,0,3.5%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ColorPaletteSelector.tsx,Z:\front-end\src\features\misc-legacy\ColorPaletteSelector.tsx
features\misc-legacy\ColorPickerPopover\ColorPickerPopover.tsx,Modified,9053,299,9352,299,299,0,3.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ColorPickerPopover\ColorPickerPopover.tsx,Z:\front-end\src\features\misc-legacy\ColorPickerPopover\ColorPickerPopover.tsx
features\misc-legacy\ColorPickerPopover\index.ts,Modified,48,1,49,1,1,0,2.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ColorPickerPopover\index.ts,Z:\front-end\src\features\misc-legacy\ColorPickerPopover\index.ts
features\misc-legacy\ComponentInspector.tsx,Modified,35290,984,36273,984,983,0,2.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ComponentInspector.tsx,Z:\front-end\src\features\misc-legacy\ComponentInspector.tsx
features\misc-legacy\ErrorBoundary\ErrorBoundary.tsx,Modified,13062,322,13384,322,322,0,2.5%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ErrorBoundary\ErrorBoundary.tsx,Z:\front-end\src\features\misc-legacy\ErrorBoundary\ErrorBoundary.tsx
features\misc-legacy\ErrorBoundary\FilterErrorBoundary.tsx,Modified,3067,108,3174,108,107,0,3.5%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ErrorBoundary\FilterErrorBoundary.tsx,Z:\front-end\src\features\misc-legacy\ErrorBoundary\FilterErrorBoundary.tsx
features\misc-legacy\ErrorBoundary\index.ts,Modified,1687,45,1732,45,45,0,2.7%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ErrorBoundary\index.ts,Z:\front-end\src\features\misc-legacy\ErrorBoundary\index.ts
features\misc-legacy\FieldRenderer\FieldRenderer.tsx,Modified,8831,323,9154,323,323,0,3.7%,Z:\09-25\src-9-30-25-working\features\misc-legacy\FieldRenderer\FieldRenderer.tsx,Z:\front-end\src\features\misc-legacy\FieldRenderer\FieldRenderer.tsx
features\misc-legacy\FieldRenderer\index.ts,Modified,43,1,44,1,1,0,2.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\FieldRenderer\index.ts,Z:\front-end\src\features\misc-legacy\FieldRenderer\index.ts
features\misc-legacy\GitOpsPanel.tsx,Modified,24679,718,25396,718,717,0,2.9%,Z:\09-25\src-9-30-25-working\features\misc-legacy\GitOpsPanel.tsx,Z:\front-end\src\features\misc-legacy\GitOpsPanel.tsx
features\misc-legacy\KanbanBoard.tsx,Modified,2156,96,1,1,-2155,-95,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\KanbanBoard.tsx,Z:\front-end\src\features\misc-legacy\KanbanBoard.tsx
features\misc-legacy\KanbanColumn.tsx,Modified,4444,181,1,1,-4443,-180,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\KanbanColumn.tsx,Z:\front-end\src\features\misc-legacy\KanbanColumn.tsx
features\misc-legacy\KanbanTaskCard.tsx,Modified,10582,351,1,1,-10581,-350,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\KanbanTaskCard.tsx,Z:\front-end\src\features\misc-legacy\KanbanTaskCard.tsx
features\misc-legacy\KanbanTaskModal.broken.tsx,Modified,21265,683,1,1,-21264,-682,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\KanbanTaskModal.broken.tsx,Z:\front-end\src\features\misc-legacy\KanbanTaskModal.broken.tsx
features\misc-legacy\KanbanTaskModal.clean.tsx,Modified,0,0,1,1,1,1,100%,Z:\09-25\src-9-30-25-working\features\misc-legacy\KanbanTaskModal.clean.tsx,Z:\front-end\src\features\misc-legacy\KanbanTaskModal.clean.tsx
features\misc-legacy\KanbanTaskModal.tsx,Modified,15985,522,1,1,-15984,-521,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\KanbanTaskModal.tsx,Z:\front-end\src\features\misc-legacy\KanbanTaskModal.tsx
features\misc-legacy\ManualFixEditor.tsx,Modified,9612,325,9936,325,324,0,3.4%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ManualFixEditor.tsx,Z:\front-end\src\features\misc-legacy\ManualFixEditor.tsx
features\misc-legacy\MarkdownUpload.tsx,Modified,4809,179,4988,179,179,0,3.7%,Z:\09-25\src-9-30-25-working\features\misc-legacy\MarkdownUpload.tsx,Z:\front-end\src\features\misc-legacy\MarkdownUpload.tsx
features\misc-legacy\OMAI\MarkdownIngestion\MarkdownIngestionUI.tsx,Modified,14381,481,14861,481,480,0,3.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\OMAI\MarkdownIngestion\MarkdownIngestionUI.tsx,Z:\front-end\src\features\misc-legacy\OMAI\MarkdownIngestion\MarkdownIngestionUI.tsx
features\misc-legacy\OrthodoxBanner\OrthodoxBanner.tsx,Modified,3481,75,3556,75,75,0,2.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\OrthodoxBanner\OrthodoxBanner.tsx,Z:\front-end\src\features\misc-legacy\OrthodoxBanner\OrthodoxBanner.tsx
features\misc-legacy\OrthodoxHeadlines.tsx,Modified,14265,506,14770,506,505,0,3.5%,Z:\09-25\src-9-30-25-working\features\misc-legacy\OrthodoxHeadlines.tsx,Z:\front-end\src\features\misc-legacy\OrthodoxHeadlines.tsx
features\misc-legacy\RecordGenerator.tsx,Modified,15620,361,15981,361,361,0,2.3%,Z:\09-25\src-9-30-25-working\features\misc-legacy\RecordGenerator.tsx,Z:\front-end\src\features\misc-legacy\RecordGenerator.tsx
features\misc-legacy\ResetPasswordModal.tsx,Modified,5526,173,5699,173,173,0,3.1%,Z:\09-25\src-9-30-25-working\features\misc-legacy\ResetPasswordModal.tsx,Z:\front-end\src\features\misc-legacy\ResetPasswordModal.tsx
features\misc-legacy\settings\ServiceManagement.tsx,Modified,100926,2143,14542,431,-86384,-1712,-85.6%,Z:\09-25\src-9-30-25-working\features\misc-legacy\settings\ServiceManagement.tsx,Z:\front-end\src\features\misc-legacy\settings\ServiceManagement.tsx
features\misc-legacy\SiteEditor.tsx,Modified,9459,270,1,1,-9458,-269,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\SiteEditor.tsx,Z:\front-end\src\features\misc-legacy\SiteEditor.tsx
features\misc-legacy\SiteEditorErrorBoundary.tsx,Modified,3017,98,1,1,-3016,-97,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\SiteEditorErrorBoundary.tsx,Z:\front-end\src\features\misc-legacy\SiteEditorErrorBoundary.tsx
features\misc-legacy\SiteEditorFallback.tsx,Modified,2994,88,1,1,-2993,-87,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\SiteEditorFallback.tsx,Z:\front-end\src\features\misc-legacy\SiteEditorFallback.tsx
features\misc-legacy\SiteEditorOverlay.tsx,Modified,12353,369,1,1,-12352,-368,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\SiteEditorOverlay.tsx,Z:\front-end\src\features\misc-legacy\SiteEditorOverlay.tsx
features\misc-legacy\SiteEditorTest.tsx,Modified,2499,72,1,1,-2498,-71,-100.0%,Z:\09-25\src-9-30-25-working\features\misc-legacy\SiteEditorTest.tsx,Z:\front-end\src\features\misc-legacy\SiteEditorTest.tsx
features\misc-legacy\Theme\ThemeCustomizer.tsx,Modified,13917,470,14387,470,470,0,3.4%,Z:\09-25\src-9-30-25-working\features\misc-legacy\Theme\ThemeCustomizer.tsx,Z:\front-end\src\features\misc-legacy\Theme\ThemeCustomizer.tsx
features\misc-legacy\Theme\ThemedLayout.tsx,Modified,1890,72,1962,72,72,0,3.8%,Z:\09-25\src-9-30-25-working\features\misc-legacy\Theme\ThemedLayout.tsx,Z:\front-end\src\features\misc-legacy\Theme\ThemedLayout.tsx
features\misc-legacy\UploadTokenManager.tsx,Modified,17061,378,17439,378,378,0,2.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\UploadTokenManager.tsx,Z:\front-end\src\features\misc-legacy\UploadTokenManager.tsx
features\misc-legacy\UserFormModal.tsx,Modified,28039,685,28724,685,685,0,2.4%,Z:\09-25\src-9-30-25-working\features\misc-legacy\UserFormModal.tsx,Z:\front-end\src\features\misc-legacy\UserFormModal.tsx
features\misc-legacy\VRTSettingsPanel.tsx,Modified,40856,1307,42162,1307,1306,0,3.2%,Z:\09-25\src-9-30-25-working\features\misc-legacy\VRTSettingsPanel.tsx,Z:\front-end\src\features\misc-legacy\VRTSettingsPanel.tsx
features\pages\frontend-pages\About.tsx,Modified,1165,32,1435,42,270,10,23.2%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\About.tsx,Z:\front-end\src\features\pages\frontend-pages\About.tsx
features\pages\frontend-pages\Blog.tsx,Modified,1083,32,1285,40,202,8,18.7%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\Blog.tsx,Z:\front-end\src\features\pages\frontend-pages\Blog.tsx
features\pages\frontend-pages\BlogPost.tsx,Modified,1046,30,6417,202,5371,172,513.5%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\BlogPost.tsx,Z:\front-end\src\features\pages\frontend-pages\BlogPost.tsx
features\pages\frontend-pages\Contact.tsx,Modified,873,26,1071,34,198,8,22.7%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\Contact.tsx,Z:\front-end\src\features\pages\frontend-pages\Contact.tsx
features\pages\frontend-pages\Homepage.tsx,Modified,1513,38,4444,131,2931,93,193.7%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\Homepage.tsx,Z:\front-end\src\features\pages\frontend-pages\Homepage.tsx
features\pages\frontend-pages\Portfolio.tsx,Modified,1134,32,1073,33,-61,1,-5.4%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\Portfolio.tsx,Z:\front-end\src\features\pages\frontend-pages\Portfolio.tsx
features\pages\frontend-pages\Pricing.tsx,Modified,888,25,1100,34,212,9,23.9%,Z:\09-25\src-9-30-25-working\features\pages\frontend-pages\Pricing.tsx,Z:\front-end\src\features\pages\frontend-pages\Pricing.tsx
features\pages\landingpage\Landingpage.tsx,Modified,1091,33,2563,76,1472,43,134.9%,Z:\09-25\src-9-30-25-working\features\pages\landingpage\Landingpage.tsx,Z:\front-end\src\features\pages\landingpage\Landingpage.tsx
features\records\apps\church-management\RecordsPageWrapper.tsx,Modified,1012,32,1173,40,161,8,15.9%,Z:\09-25\src-9-30-25-working\features\records\apps\church-management\RecordsPageWrapper.tsx,Z:\front-end\src\features\records\apps\church-management\RecordsPageWrapper.tsx
features\records\apps\records-ui\index.tsx,Modified,661,27,5132,176,4471,149,676.4%,Z:\09-25\src-9-30-25-working\features\records\apps\records-ui\index.tsx,Z:\front-end\src\features\records\apps\records-ui\index.tsx
features\records\EnhancedRecordsGrid.tsx,Modified,12183,397,1453,42,-10730,-355,-88.1%,Z:\09-25\src-9-30-25-working\features\records\EnhancedRecordsGrid.tsx,Z:\front-end\src\features\records\EnhancedRecordsGrid.tsx
features\records-centralized\components\baptism\BaptismRecordsPage.tsx,Modified,70778,1723,17899,490,-52879,-1233,-74.7%,Z:\09-25\src-9-30-25-working\features\records-centralized\components\baptism\BaptismRecordsPage.tsx,Z:\front-end\src\features\records-centralized\components\baptism\BaptismRecordsPage.tsx
features\records-centralized\components\records\RecordsPageWrapper.tsx,Modified,1047,32,2073,76,1026,44,98.0%,Z:\09-25\src-9-30-25-working\features\records-centralized\components\records\RecordsPageWrapper.tsx,Z:\front-end\src\features\records-centralized\components\records\RecordsPageWrapper.tsx
features\security\settings\JITTerminalAccess.tsx,Modified,23060,657,12221,361,-10839,-296,-47.0%,Z:\09-25\src-9-30-25-working\features\security\settings\JITTerminalAccess.tsx,Z:\front-end\src\features\security\settings\JITTerminalAccess.tsx
features\social\blog\BlogCreate.tsx,Modified,6561,221,6824,221,263,0,4.0%,Z:\09-25\src-9-30-25-working\features\social\blog\BlogCreate.tsx,Z:\front-end\src\features\social\blog\BlogCreate.tsx
features\social\blog\BlogEdit.tsx,Modified,11916,388,12346,388,430,0,3.6%,Z:\09-25\src-9-30-25-working\features\social\blog\BlogEdit.tsx,Z:\front-end\src\features\social\blog\BlogEdit.tsx
features\social\blog\BlogList.tsx,Modified,11891,378,12311,378,420,0,3.5%,Z:\09-25\src-9-30-25-working\features\social\blog\BlogList.tsx,Z:\front-end\src\features\social\blog\BlogList.tsx
features\social\blog\BlogView.tsx,Modified,16758,513,17313,513,555,0,3.3%,Z:\09-25\src-9-30-25-working\features\social\blog\BlogView.tsx,Z:\front-end\src\features\social\blog\BlogView.tsx
features\social\chat\SocialChat.tsx,Modified,26809,757,27608,757,799,0,3.0%,Z:\09-25\src-9-30-25-working\features\social\chat\SocialChat.tsx,Z:\front-end\src\features\social\chat\SocialChat.tsx
features\social\friends\FriendsList.tsx,Modified,23940,748,24730,748,790,0,3.3%,Z:\09-25\src-9-30-25-working\features\social\friends\FriendsList.tsx,Z:\front-end\src\features\social\friends\FriendsList.tsx
features\social\notifications\NotificationCenter.tsx,Modified,25794,761,26597,761,803,0,3.1%,Z:\09-25\src-9-30-25-working\features\social\notifications\NotificationCenter.tsx,Z:\front-end\src\features\social\notifications\NotificationCenter.tsx
features\system\apps\logs\Logs.tsx,Unchanged,50477,1068,50477,1068,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\apps\logs\Logs.tsx,Z:\front-end\src\features\system\apps\logs\Logs.tsx
features\system\logs\ConsoleCard.tsx,Modified,1358,53,1536,61,178,8,13.1%,Z:\09-25\src-9-30-25-working\features\system\logs\ConsoleCard.tsx,Z:\front-end\src\features\system\logs\ConsoleCard.tsx
features\system\logs\CriticalAlert.tsx,Modified,4832,137,6132,181,1300,44,26.9%,Z:\09-25\src-9-30-25-working\features\system\logs\CriticalAlert.tsx,Z:\front-end\src\features\system\logs\CriticalAlert.tsx
features\system\logs\CriticalConsole.tsx,Unchanged,8965,247,8965,247,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\CriticalConsole.tsx,Z:\front-end\src\features\system\logs\CriticalConsole.tsx
features\system\logs\CriticalEvents.tsx,Unchanged,7227,201,7227,201,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\CriticalEvents.tsx,Z:\front-end\src\features\system\logs\CriticalEvents.tsx
features\system\logs\DateLogsConsole.tsx,Unchanged,10880,289,10880,289,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\DateLogsConsole.tsx,Z:\front-end\src\features\system\logs\DateLogsConsole.tsx
features\system\logs\Footer.tsx,Unchanged,1861,60,1861,60,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\Footer.tsx,Z:\front-end\src\features\system\logs\Footer.tsx
features\system\logs\GitHubIssueModal.tsx,Unchanged,9066,286,9066,286,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\GitHubIssueModal.tsx,Z:\front-end\src\features\system\logs\GitHubIssueModal.tsx
features\system\logs\HeaderBar.tsx,Unchanged,7678,193,7678,193,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\HeaderBar.tsx,Z:\front-end\src\features\system\logs\HeaderBar.tsx
features\system\logs\HistoricalLogItem.tsx,Modified,4640,152,6810,228,2170,76,46.8%,Z:\09-25\src-9-30-25-working\features\system\logs\HistoricalLogItem.tsx,Z:\front-end\src\features\system\logs\HistoricalLogItem.tsx
features\system\logs\HistoricalLogs.tsx,Unchanged,12039,322,12039,322,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\HistoricalLogs.tsx,Z:\front-end\src\features\system\logs\HistoricalLogs.tsx
features\system\logs\index.ts,Unchanged,957,18,957,18,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\index.ts,Z:\front-end\src\features\system\logs\index.ts
features\system\logs\LogCard.tsx,Modified,2935,105,4374,153,1439,48,49.0%,Z:\09-25\src-9-30-25-working\features\system\logs\LogCard.tsx,Z:\front-end\src\features\system\logs\LogCard.tsx
features\system\logs\NotificationSystem.tsx,Unchanged,3994,126,3994,126,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\NotificationSystem.tsx,Z:\front-end\src\features\system\logs\NotificationSystem.tsx
features\system\logs\RealTimeConsole.tsx,Unchanged,12443,349,12443,349,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\RealTimeConsole.tsx,Z:\front-end\src\features\system\logs\RealTimeConsole.tsx
features\system\logs\RealTimeLogs.tsx,Unchanged,15490,416,15490,416,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\RealTimeLogs.tsx,Z:\front-end\src\features\system\logs\RealTimeLogs.tsx
features\system\logs\SystemMessageCard.tsx,Modified,4181,139,5766,191,1585,52,37.9%,Z:\09-25\src-9-30-25-working\features\system\logs\SystemMessageCard.tsx,Z:\front-end\src\features\system\logs\SystemMessageCard.tsx
features\system\logs\SystemMessages.tsx,Unchanged,8558,240,8558,240,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\SystemMessages.tsx,Z:\front-end\src\features\system\logs\SystemMessages.tsx
features\system\logs\SystemMessagesConsole.tsx,Unchanged,8499,228,8499,228,0,0,0.0%,Z:\09-25\src-9-30-25-working\features\system\logs\SystemMessagesConsole.tsx,Z:\front-end\src\features\system\logs\SystemMessagesConsole.tsx
features\system\settings\BackupSettings.tsx,Modified,31970,740,25876,669,-6094,-71,-19.1%,Z:\09-25\src-9-30-25-working\features\system\settings\BackupSettings.tsx,Z:\front-end\src\features\system\settings\BackupSettings.tsx
features\TableControlPanel.tsx,Modified,6292,219,6511,219,219,0,3.5%,Z:\09-25\src-9-30-25-working\features\TableControlPanel.tsx,Z:\front-end\src\features\TableControlPanel.tsx
features\tables\AdvancedGridPage.tsx,Modified,7152,152,1677,44,-5475,-108,-76.6%,Z:\09-25\src-9-30-25-working\features\tables\AdvancedGridPage.tsx,Z:\front-end\src\features\tables\AdvancedGridPage.tsx
features\tables\AdvancedGridPage.tsx.bak,Modified,390,16,7152,152,6762,136,1,733.8%,Z:\09-25\src-9-30-25-working\features\tables\AdvancedGridPage.tsx.bak,Z:\front-end\src\features\tables\AdvancedGridPage.tsx.bak
features\tables\react-tables\basic\page.tsx,Modified,691,30,3642,132,2951,102,427.1%,Z:\09-25\src-9-30-25-working\features\tables\react-tables\basic\page.tsx,Z:\front-end\src\features\tables\react-tables\basic\page.tsx
